"1","0.525653","3.05677","-1.23149","-2.62405","1.17316","7.86256"
"2","0.667245","3.1054","-0.783601","-2.4756","1.22104","8.31267"
"3","0.742536","3.06065","-0.276493","-2.3942","1.16837","8.82024"
"4","0.546222","3.09049","0.0975847","-2.58574","1.18752","9.19373"
"5","0.393508","3.03825","0.165252","-2.73418","1.12527","9.26077"
"6","0.496348","3.07853","0.35735","-2.62883","1.15879","9.45231"
"7","0.569223","3.04393","0.385581","-2.55222","1.12049","9.48104"
"8","0.675663","3.14553","0.537765","-2.44209","1.22104","9.63427"
"9","0.937525","3.1869","0.570403","-2.17872","1.26414","9.66779"
"10","1.13775","3.28362","0.550136","-1.97761","1.36469","9.64863"
"11","1.08046","3.30718","0.437333","-2.03028","1.39343","9.5385"
"12","0.955648","3.34009","0.322695","-2.1452","1.43173","9.42837"
"13","0.780646","3.22991","0.264865","-2.30801","1.32639","9.37569"
"14","0.593412","3.14035","0.112318","-2.48518","1.2402","9.22725"
"15","0.456262","3.00513","0.106251","-2.61926","1.10612","9.22246"
"16","0.299672","2.85208","0.328655","-2.78206","0.952892","9.44273"
"17","0.30371","2.93799","0.582209","-2.79164","1.03908","9.69173"
"18","0.573694","3.14577","0.907944","-2.53785","1.24977","10.0126"
"19","0.992247","3.34989","1.07019","-2.13563","1.46046","10.1706"
"20","0.813145","3.27575","0.977899","-2.33195","1.39821","10.0748"
"21","0.330998","3.16085","0.902848","-2.82995","1.30245","9.99819"
"22","0.252463","3.34468","0.706862","-2.91135","1.51314","9.80665"
"23","0.364847","3.45634","0.686705","-2.78685","1.65679","9.79707"
"24","0.561273","3.36557","0.788547","-2.57137","1.59933","9.91199"
"25","0.601057","3.16479","0.819235","-2.51391","1.43173","9.95509"
"26","0.457843","3.02248","0.685583","-2.64799","1.3216","9.83059"
"27","0.480293","3.04604","0.494587","-2.62883","1.37427","9.64384"
"28","0.519858","3.14831","0.275608","-2.60489","1.49877","9.42358"
"29","0.632925","3.18301","0.229792","-2.5187","1.54665","9.37091"
"30","0.676535","3.2274","0.693609","-2.51391","1.58975","9.82102"
"31","0.79417","3.223","1.24413","-2.42293","1.58496","10.3621"
"32","0.892743","3.18914","2.0529","-2.33674","1.55144","11.1666"
"33","0.680076","3.20307","2.60895","-2.54264","1.57538","11.7268"
"34","0.505553","3.06141","3.12968","-2.68629","1.46046","12.2631"
"35","0.467427","3.03172","3.01292","-2.67193","1.47483","12.1721"
"36","0.589431","3.04294","2.10946","-2.4756","1.55623","11.3054"
"37","0.819493","3.11685","0.673939","-2.15957","1.71904","9.91199"
"38","1.37355","3.04835","-0.69222","-1.52271","1.74298","8.58561"
"39","1.75485","2.72706","-1.26085","-1.0726","1.50356","8.04931"
"40","1.47467","2.46772","-1.37644","-1.29766","1.30723","7.95833"
"41","0.830006","2.6421","-0.383238","-1.88663","1.5275","8.97347"
"42","0.525711","2.89451","0.751528","-2.12126","1.8148","10.1323"
"43","0.752812","3.03719","1.20183","-1.80523","1.99198","10.6111"
"44","1.08127","3.3036","2.19139","-1.37906","2.29843","11.631"
"45","1.6392","3.15952","3.29862","-0.713472","2.20267","12.7707"
"46","1.59718","2.51553","4.22577","-0.612916","1.61848","13.7379"
"47","1.48289","2.03969","4.67036","-0.517148","1.22104","14.2359"
"48","1.03784","1.9236","-0.423182","-0.665588","1.21147","9.2081"
"49","-0.904475","1.62436","-3.23201","-2.27928","1.02951","6.45956"
"50","-2.39774","2.08672","-7.03113","-3.50032","1.58975","2.70066"
"51","-1.61004","2.44471","-6.93402","-2.56658","1.99676","2.81558"
"52","1.07047","1.90909","-3.54577","0.143652","1.44131","6.20577"
"53","3.50818","2.44117","-0.137435","2.58095","1.901","9.61033"
"54","3.85985","2.73779","1.13842","2.99275","2.07338","10.884"
"55","1.94953","3.6846","2.12273","1.23062","2.88741","11.8705"
"56","-1.54178","4.43264","1.86872","-2.02071","3.52426","11.6215"
"57","-4.97875","4.48313","1.39544","-5.1188","3.50511","11.1522"
"58","-5.47388","3.44555","-2.23861","-5.17626","2.45166","7.513"
"59","-4.90612","2.53337","-3.34428","-4.1276","1.56102","6.38294"
"60","-4.54108","2.13664","-5.05381","-3.31836","1.19231","4.63039"
"61","-4.11596","1.59088","-4.86126","-2.54264","0.665588","4.77404"
"62","0.7393","2.3702","-8.17358","2.56658","1.45089","1.41737"
"63","2.66864","4.73336","-8.39309","4.67348","3.77805","1.15879"
"64","2.34956","3.76152","-4.53999","4.44364","2.68629","4.97994"
"65","1.42642","2.6567","-2.54158","3.52426","1.41737","6.95755"
"66","0.332665","2.23315","-0.285907","2.37026","0.828394","9.20331"
"67","-0.608386","2.13613","0.237377","1.30245","0.584185","9.73004"
"68","-0.583108","2.26466","-0.449965","1.12049","0.608127","9.06445"
"69","-1.99098","2.56749","-2.27159","-0.474052","0.852336","7.26401"
"70","-1.01778","2.36526","-4.95356","0.435745","0.59855","4.5825"
"71","-2.18848","2.39209","-5.30515","-0.6608","0.545878","4.20422"
"72","-0.679239","3.0394","-4.84351","1.00078","1.09654","4.62081"
"73","2.48705","1.82216","-5.0758","4.36702","-0.225055","4.32872"
"74","4.88112","0.960131","-7.60486","7.00065","-1.1971","1.72383"
"75","4.75849","1.82137","-9.15319","7.12514","-0.459687","0.0861913"
"76","3.73689","1.9231","-9.47383","6.32548","-0.517148","-0.335188"
"77","1.328","1.26623","-8.45911","4.09408","-1.37906","0.56982"
"78","-0.859683","0.919487","-5.93693","2.04465","-1.96803","2.9736"
"79","-1.96579","1.31251","-3.39446","1.09176","-1.84354","5.37259"
"80","-2.05393","0.544737","-1.91073","1.17795","-2.89698","6.68461"
"81","-1.29673","-0.174223","-1.59402","2.09253","-3.89297","6.82347"
"82","-1.08407","0.724069","-2.90698","2.46603","-3.24175","5.32949"
"83","0.829086","0.588753","-3.36681","4.5825","-3.59609","4.66869"
"84","2.95707","0.139069","-3.32837","6.95755","-4.24731","4.47716"
"85","3.51079","0.497329","-3.92711","7.78594","-4.07014","3.62482"
"86","3.32935","0.86562","-4.5811","7.87692","-3.85945","2.71024"
"87","3.38856","0.318982","-5.21781","8.18817","-4.55377","1.81002"
"88","2.72557","-0.170168","-6.19007","7.75243","-5.19063","0.56982"
"89","1.56987","-0.538983","-7.46279","6.79953","-5.71735","-0.981623"
"90","1.21356","-1.67612","-5.51919","6.60321","-7.04374","0.670376"
"91","0.0431008","-1.69266","-1.8646","5.56891","-7.2688","4.01268"
"92","0.238467","-1.71046","-1.82294","5.89931","-7.49385","3.7158"
"93","0.737609","-2.4148","-2.92645","6.53138","-8.39407","2.25534"
"94","1.74586","-2.50856","-3.84708","7.66145","-8.67659","0.962469"
"95","2.91533","-2.34663","-4.59599","8.93995","-8.70532","-0.186748"
"96","3.78326","-2.57557","-4.89544","9.90242","-9.1267","-0.919373"
"97","3.98234","-2.90137","-5.12399","10.1754","-9.64384","-1.6089"
"98","4.1066","-3.99048","-5.64256","10.343","-10.9223","-2.60489"
"99","4.37225","-6.15346","-6.14947","10.6063","-13.2782","-3.5913"
"100","4.45067","-7.53647","-5.76106","10.6255","-14.8632","-3.67271"
"101","4.58447","-8.29399","-4.91501","10.6398","-15.8305","-3.27048"
"102","4.75926","-8.6822","-3.76222","10.635","-16.4338","-2.51391"
"103","5.22582","-8.73654","-2.93158","10.8649","-16.7067","-2.01113"
"104","6.82887","-8.01447","-2.8591","12.1817","-16.204","-2.1883"
"105","8.27264","-6.74472","-3.80794","13.307","-15.1457","-3.30879"
