"1","1.21933","4.73397","-0.340677","0.785298","3.59609","9.39006"
"2","1.21114","4.6796","-0.715977","0.775721","3.55778","9.01656"
"3","1.15047","4.66381","-0.827847","0.713472","3.55778","8.90643"
"4","1.0757","4.63967","-0.891656","0.636858","3.54821","8.84418"
"5","0.99072","4.62698","-0.864285","0.550666","3.54821","8.87291"
"6","0.989719","4.61113","-0.942163","0.550666","3.54342","8.7963"
"7","1.04037","4.58738","-0.833145","0.603339","3.52905","8.90643"
"8","1.12981","4.5656","-0.829229","0.694318","3.51469","8.91122"
"9","1.17764","4.53166","-0.705293","0.742203","3.48596","9.03572"
"10","1.08758","4.55183","-0.49018","0.651223","3.5099","9.25119"
"11","1.05476","4.50505","-0.366041","0.617704","3.4668","9.37569"
"12","0.973598","4.5917","-0.323395","0.536301","3.55778","9.41879"
"13","1.08816","4.60569","-0.323958","0.651223","3.57694","9.41879"
"14","1.11113","4.55681","-0.367706","0.675165","3.53384","9.37569"
"15","1.09553","4.56032","-0.363608","0.6608","3.54342","9.38048"
"16","1.0751","4.50551","-0.426635","0.641646","3.49553","9.31823"
"17","1.07768","4.51689","-0.499362","0.646434","3.51469","9.24641"
"18","1.1144","4.50315","-0.457253","0.684742","3.5099","9.2895"
"19","1.09502","4.55078","-0.429529","0.665588","3.56736","9.31823"
"20","0.99829","4.51654","-0.397086","0.56982","3.54342","9.35175"
"21","1.05782","4.51547","-0.541914","0.632069","3.553","9.2081"
"22","1.02149","4.50446","-0.538329","0.59855","3.553","9.21289"
"23","1.04262","4.53206","-0.573009","0.622492","3.5913","9.17937"
"24","1.09726","4.51724","-0.593246","0.679953","3.58651","9.16022"
"25","1.0858","4.47897","-0.651692","0.670376","3.55778","9.10275"
"26","0.99887","4.46991","-0.532865","0.584185","3.55778","9.22246"
"27","1.00248","4.45167","-0.600759","0.588974","3.54821","9.15543"
"28","1.01984","4.50531","-0.702184","0.608127","3.61046","9.05487"
"29","0.9948","4.48238","-0.645552","0.584185","3.59609","9.11233"
"30","1.00797","4.42618","-0.564951","0.59855","3.54821","9.19373"
"31","1.01123","4.44211","-0.479541","0.603339","3.57215","9.27993"
"32","1.07725","4.44884","-0.4228","0.670376","3.58651","9.33739"
"33","1.02335","4.40254","-0.356515","0.617704","3.54821","9.40442"
"34","1.0212","4.37911","-0.467528","0.617704","3.53384","9.29429"
"35","1.12856","4.40269","-0.506804","0.727837","3.56736","9.25598"
"36","1.10141","4.40199","-0.541329","0.703895","3.57694","9.22246"
"37","1.02747","4.31521","-0.623672","0.632069","3.50032","9.14106"
"38","1.02682","4.32937","-0.62451","0.632069","3.52426","9.14106"
"39","1.02138","4.33986","-0.591726","0.627281","3.54342","9.17458"
"40","0.886402","4.3033","-0.611551","0.493206","3.51469","9.15543"
"41","0.957971","4.2718","-0.502036","0.565032","3.49075","9.26556"
"42","0.995767","4.29728","-0.440446","0.603339","3.52426","9.32781"
"43","1.00806","4.28869","-0.584858","0.617704","3.52426","9.18416"
"44","1.02994","4.31775","-0.532988","0.641646","3.56257","9.23683"
"45","1.00486","4.2989","-0.528956","0.617704","3.553","9.24162"
"46","0.941256","4.25661","-0.524887","0.555455","3.51948","9.24641"
"47","0.952912","4.33974","-0.477698","0.56982","3.61046","9.29429"
"48","0.973217","4.29375","-0.449679","0.593762","3.57215","9.32302"
"49","1.10886","4.24681","-0.416919","0.732626","3.53384","9.35654"
"50","1.00632","4.21275","-0.489555","0.632069","3.5099","9.28471"
"51","0.962158","4.22105","-0.562196","0.588974","3.52905","9.21289"
"52","0.933029","4.23847","-0.682715","0.560243","3.55778","9.09318"
"53","0.971358","4.20362","-0.673891","0.59855","3.53384","9.10275"
"54","0.92329","4.18416","-0.688935","0.550666","3.52426","9.08839"
"55","0.922998","4.16104","-0.627285","0.550666","3.5099","9.15064"
"56","0.903464","4.21066","-0.50332","0.531513","3.56736","9.27514"
"57","0.930772","4.11702","-0.44161","0.560243","3.48117","9.33739"
"58","0.995033","4.16202","-0.451788","0.627281","3.53384","9.32781"
"59","1.02633","4.13911","-0.428474","0.6608","3.51948","9.35175"
"60","1.02878","4.16354","-0.419556","0.665588","3.553","9.36133"
